# dt (sec)	Amp1 (V)	Width1 (s)	Amp2 (V)	Width2 (s)
#
2.543200e-05	   0.68936	6.641207e-08	   0.59499	1.428309e-07
3.078800e-05	   0.78317	6.741234e-08	   0.59085	1.434378e-07
5.692000e-06	   0.66952	6.909792e-08	   0.59190	1.416182e-07
1.892800e-05	   0.77187	6.742098e-08	   0.59286	1.440060e-07
1.796000e-06	   0.75974	6.924593e-08	   0.59981	1.415533e-07
5.664000e-06	   0.67984	6.728024e-08	   0.59466	1.421144e-07
3.156800e-05	   0.77731	7.101170e-08	   0.59425	1.438295e-07
2.464800e-05	   0.65829	6.580236e-08	   0.59094	1.440040e-07
4.012000e-06	   0.71497	6.632586e-08	   0.59595	1.421589e-07
9.260000e-06	   0.65334	6.645243e-08	   0.57709	1.418455e-07
2.735600e-05	   0.60251	6.262090e-08	   0.57813	1.427642e-07
2.377200e-05	   0.67035	6.552315e-08	   0.58364	1.423932e-07
3.861600e-05	   0.66829	6.432584e-08	   0.58761	1.440044e-07
2.444800e-05	   0.78085	7.149067e-08	   0.58632	1.442912e-07
2.632400e-05	   0.64292	6.421393e-08	   0.57810	1.427339e-07
3.612000e-05	   0.76194	6.925802e-08	   0.57705	1.421846e-07
1.656400e-05	   0.62082	6.441504e-08	   0.59435	1.415004e-07
3.070000e-05	   0.62541	6.695977e-08	   0.58369	1.419171e-07
1.325200e-05	   0.68426	6.682516e-08	   0.58550	1.424303e-07
1.741200e-05	   0.68420	6.538440e-08	   0.58928	1.439197e-07
5.088000e-06	   0.64428	6.389627e-08	   0.58062	1.435243e-07
3.222400e-05	   0.67476	6.642031e-08	   0.60985	1.423630e-07
3.704400e-05	   0.71343	6.851026e-08	   0.59289	1.422032e-07
1.178800e-05	   0.72094	7.011164e-08	   0.59789	1.429076e-07
3.749600e-05	   0.55219	6.435172e-08	   0.58677	1.428990e-07
3.167200e-05	   0.63664	6.227052e-08	   0.59115	1.425327e-07
1.433200e-05	   0.62439	6.417409e-08	   0.58261	1.427499e-07
1.803200e-05	   0.78923	7.139022e-08	   0.58630	1.421157e-07
9.840000e-06	   0.56583	5.893886e-08	   0.58500	1.428258e-07
2.260000e-05	   0.67227	7.172352e-08	   0.59662	1.437577e-07
1.269200e-05	   0.59732	6.038721e-08	   0.61067	1.440422e-07
2.062800e-05	   0.66892	6.313107e-08	   0.60162	1.431660e-07
1.181600e-05	   0.58233	6.095442e-08	   0.59625	1.421025e-07
1.791600e-05	   0.69822	6.660387e-08	   0.58870	1.429716e-07
3.214400e-05	   0.73155	6.806591e-08	   0.59529	1.418324e-07
3.593200e-05	   0.69119	7.058085e-08	   0.58618	1.434896e-07
2.244800e-05	   0.66712	6.207462e-08	   0.57784	1.418614e-07
2.696800e-05	   0.70599	6.399206e-08	   0.59476	1.441792e-07
3.872000e-06	   0.66054	6.153482e-08	   0.58777	1.430778e-07
3.156000e-06	   0.70548	6.789267e-08	   0.58202	1.442991e-07
1.518400e-05	   0.61660	6.129189e-08	   0.59550	1.419790e-07
2.672000e-05	   0.77993	6.674540e-08	   0.58862	1.433784e-07
3.928000e-05	   0.63598	6.377325e-08	   0.59165	1.423797e-07
1.850800e-05	   0.63792	6.443150e-08	   0.60036	1.433595e-07
3.962000e-05	   0.78389	6.983663e-08	   0.00000	2.000000e-09
1.212800e-05	   0.67579	6.724560e-08	   0.59142	1.435668e-07
2.520000e-06	   0.74499	6.754455e-08	   0.59421	1.422609e-07
1.357600e-05	   0.66300	6.721595e-08	   0.58373	1.440721e-07
1.591600e-05	   0.60662	6.296675e-08	   0.60593	1.437983e-07
1.120000e-06	   0.69344	6.355109e-08	   0.59178	1.430427e-07
1.948000e-06	   0.59920	6.585689e-08	   0.58777	1.429948e-07
6.288000e-06	   0.72974	6.732788e-08	   0.59291	1.431322e-07
2.866000e-05	   0.70488	7.036091e-08	   0.59970	1.432381e-07
3.228000e-05	   0.66262	6.447863e-08	   0.58927	1.443207e-07
8.252000e-06	   0.66957	6.501346e-08	   0.58647	1.433602e-07
3.641600e-05	   0.59746	6.098128e-08	   0.58640	1.442526e-07
1.323200e-05	   0.67806	6.659550e-08	   0.58536	1.422664e-07
3.566400e-05	   0.74807	6.743652e-08	   0.58379	1.433349e-07
3.088000e-06	   0.65637	6.193324e-08	   0.58286	1.429290e-07
2.668000e-06	   0.65478	6.955715e-08	   0.58465	1.426005e-07
1.127600e-05	   0.59734	6.647983e-08	   0.60281	1.412122e-07
3.621600e-05	   0.64136	6.504781e-08	   0.57944	1.434623e-07
1.033200e-05	   0.69204	6.348814e-08	   0.59930	1.444370e-07
1.833200e-05	   0.68176	6.712487e-08	   0.59005	1.432565e-07
7.668000e-06	   0.71255	6.537258e-08	   0.57951	1.434750e-07
3.545600e-05	   0.60424	6.523769e-08	   0.58845	1.429395e-07
3.317200e-05	   0.60196	5.968285e-08	   0.58335	1.415305e-07
3.720800e-05	   0.72853	6.613700e-08	   0.58947	1.427056e-07
1.191600e-05	   0.74983	6.855325e-08	   0.59222	1.429424e-07
3.166400e-05	   0.61834	6.442563e-08	   0.59649	1.442090e-07
2.955600e-05	   0.67843	6.374920e-08	   0.58209	1.432590e-07
3.074400e-05	   0.62244	6.377274e-08	   0.58342	1.429809e-07
1.230000e-05	   0.59932	6.194599e-08	   0.58654	1.430691e-07
2.188000e-05	   0.62370	6.403068e-08	   0.57631	1.422124e-07
6.176000e-06	   0.63357	6.293207e-08	   0.59349	1.437219e-07
1.385600e-05	   0.72484	6.618847e-08	   0.58451	1.439733e-07
1.581200e-05	   0.63665	6.468068e-08	   0.60151	1.432818e-07
2.120400e-05	   0.66031	6.420673e-08	   0.58979	1.435148e-07
8.264000e-06	   0.69849	6.562525e-08	   0.58111	1.417829e-07
3.762000e-05	   0.78986	7.363542e-08	   0.58816	1.429789e-07
2.838400e-05	   0.74466	6.844595e-08	   0.59339	1.428814e-07
9.008000e-06	   0.76307	6.827840e-08	   0.59727	1.441246e-07
1.016000e-06	   0.68381	6.598875e-08	   0.60085	1.425910e-07
9.488000e-06	   0.67198	6.477682e-08	   0.59842	1.450335e-07
1.073200e-05	   0.69179	6.414823e-08	   0.59840	1.440111e-07
7.280000e-06	   0.59625	6.315891e-08	   0.57595	1.426457e-07
2.108400e-05	   0.63216	6.542926e-08	   0.60580	1.447787e-07
1.654000e-05	   0.75753	6.636102e-08	   0.57347	1.430660e-07
1.505600e-05	   0.70014	6.572425e-08	   0.58454	1.415494e-07
3.218000e-05	   0.63392	6.381182e-08	   0.59565	1.436359e-07
3.208000e-06	   0.71394	6.850059e-08	   0.59054	1.439685e-07
2.248000e-05	   0.70583	6.671428e-08	   0.60084	1.442768e-07
2.215200e-05	   0.73073	6.875836e-08	   0.57262	1.418750e-07
2.592400e-05	   0.68171	6.499801e-08	   0.58588	1.425318e-07
3.272000e-05	   0.64512	6.206897e-08	   0.59560	1.430816e-07
3.236400e-05	   0.69714	6.672966e-08	   0.58907	1.423843e-07
6.476000e-06	   0.66169	6.442539e-08	   0.59807	1.433165e-07
3.857600e-05	   0.60087	6.047784e-08	   0.58777	1.418296e-07
6.568000e-06	   0.63830	6.213893e-08	   0.57145	1.420316e-07
3.209600e-05	   0.67950	6.466344e-08	   0.59567	1.413599e-07
1.230400e-05	   0.62492	6.406578e-08	   0.59432	1.431808e-07
1.833600e-05	   0.80372	7.075873e-08	   0.60071	1.415322e-07
1.486800e-05	   0.71641	6.817866e-08	   0.58094	1.429341e-07
1.381200e-05	   0.71599	6.776949e-08	   0.58921	1.408121e-07
2.251200e-05	   0.68686	6.584671e-08	   0.57958	1.428934e-07
2.819200e-05	   0.69134	7.005847e-08	   0.57325	1.428142e-07
1.096000e-05	   0.77890	7.277167e-08	   0.56918	1.416552e-07
2.779600e-05	   0.67194	6.417428e-08	   0.57435	1.421541e-07
5.464000e-06	   0.69393	6.567556e-08	   0.59209	1.434156e-07
1.287600e-05	   0.79449	7.200732e-08	   0.60586	1.447666e-07
5.084000e-06	   0.72209	6.528634e-08	   0.58278	1.422036e-07
3.178000e-05	   0.65355	6.433367e-08	   0.58954	1.424557e-07
1.488800e-05	   0.68455	6.602201e-08	   0.58388	1.433368e-07
2.303200e-05	   0.76613	7.252060e-08	   0.58800	1.417373e-07
2.186800e-05	   0.66680	6.407608e-08	   0.60486	1.435624e-07
1.576400e-05	   0.68393	6.420341e-08	   0.59827	1.448933e-07
1.298000e-05	   0.71560	6.790244e-08	   0.58015	1.431275e-07
1.938400e-05	   0.60868	6.240301e-08	   0.60088	1.437275e-07
3.804000e-05	   0.57680	6.056807e-08	   0.58826	1.423003e-07
2.813200e-05	   0.56879	5.808980e-08	   0.60700	1.449401e-07
1.061200e-05	   0.70220	6.835460e-08	   0.60056	1.425544e-07
3.275600e-05	   0.64589	6.220065e-08	   0.58179	1.421961e-07
3.717600e-05	   0.61819	6.445350e-08	   0.58633	1.415137e-07
1.999200e-05	   0.59647	6.070143e-08	   0.57379	1.420349e-07
7.484000e-06	   0.66029	6.350191e-08	   0.57773	1.441045e-07
1.911200e-05	   0.76484	7.181715e-08	   0.59043	1.429701e-07
3.515600e-05	   0.77221	7.088276e-08	   0.59179	1.441820e-07
3.502400e-05	   0.75330	6.670906e-08	   0.58190	1.424524e-07
1.246000e-05	   0.72276	6.522365e-08	   0.58510	1.433853e-07
1.868000e-05	   0.71243	6.547910e-08	   0.58607	1.438993e-07
1.388400e-05	   0.68058	6.643922e-08	   0.57308	1.424634e-07
2.896400e-05	   0.69181	6.479494e-08	   0.59123	1.431471e-07
2.390800e-05	   0.72261	6.544558e-08	   0.57146	1.424637e-07
2.646000e-05	   0.74843	6.514343e-08	   0.58135	1.425932e-07
2.254800e-05	   0.66374	6.387807e-08	   0.58587	1.434794e-07
1.056800e-05	   0.71546	6.561176e-08	   0.58521	1.433337e-07
2.195200e-05	   0.62827	6.158606e-08	   0.59279	1.433774e-07
2.920800e-05	   0.74408	6.623263e-08	   0.59062	1.427644e-07
2.081200e-05	   0.70212	6.606265e-08	   0.60164	1.428267e-07
3.683200e-05	   0.65632	6.171563e-08	   0.58691	1.429171e-07
9.752000e-06	   0.59112	6.382610e-08	   0.58570	1.432002e-07
6.692000e-06	   0.71920	6.471338e-08	   0.58557	1.449462e-07
1.785200e-05	   0.61840	6.392309e-08	   0.58589	1.424381e-07
1.916000e-05	   0.73368	6.642197e-08	   0.59096	1.425625e-07
1.514400e-05	   0.63522	6.519850e-08	   0.59244	1.430332e-07
4.024000e-06	   0.75226	6.588382e-08	   0.58986	1.428470e-07
6.968000e-06	   0.70203	6.634098e-08	   0.58271	1.426525e-07
2.845200e-05	   0.75547	7.109955e-08	   0.59030	1.445408e-07
2.353600e-05	   0.61677	6.303791e-08	   0.59540	1.437705e-07
4.948000e-06	   0.72358	6.913179e-08	   0.58687	1.436075e-07
2.307200e-05	   0.72591	7.329708e-08	   0.59166	1.429690e-07
3.787200e-05	   0.69196	6.846721e-08	   0.58999	1.435129e-07
2.445200e-05	   0.69417	6.513323e-08	   0.58738	1.442758e-07
2.920800e-05	   0.56198	5.887016e-08	   0.59666	1.441686e-07
2.488000e-06	   0.78324	7.263535e-08	   0.58491	1.422317e-07
1.114000e-05	   0.74880	6.782201e-08	   0.59490	1.433088e-07
3.832000e-06	   0.68451	6.458187e-08	   0.59256	1.420914e-07
3.490000e-05	   0.78266	7.176836e-08	   0.58611	1.428697e-07
1.627600e-05	   0.67801	6.281945e-08	   0.57679	1.405126e-07
3.685200e-05	   0.69811	6.492737e-08	   0.58796	1.423765e-07
1.531600e-05	   0.65766	6.288412e-08	   0.59427	1.415452e-07
3.115600e-05	   0.72210	6.683974e-08	   0.58883	1.434983e-07
4.940000e-06	   0.75787	6.824199e-08	   0.58090	1.438091e-07
7.828000e-06	   0.64361	6.508636e-08	   0.59016	1.429635e-07
1.928000e-06	   0.61754	6.355818e-08	   0.58477	1.434003e-07
1.843600e-05	   0.63891	6.568898e-08	   0.57876	1.429887e-07
2.444000e-05	   0.68005	6.513936e-08	   0.60948	1.445633e-07
2.332800e-05	   0.66185	6.775521e-08	   0.59461	1.442696e-07
3.556800e-05	   0.61362	6.197294e-08	   0.58897	1.434315e-07
3.496000e-06	   0.66557	6.335337e-08	   0.58739	1.434667e-07
1.334400e-05	   0.66117	6.515869e-08	   0.59104	1.435887e-07
2.884800e-05	   0.61903	6.552845e-08	   0.58054	1.431251e-07
1.007200e-05	   0.74592	6.619383e-08	   0.59812	1.448662e-07
2.229200e-05	   0.68944	6.437602e-08	   0.58940	1.419550e-07
2.596000e-05	   0.69764	6.668781e-08	   0.57582	1.417689e-07
1.624000e-06	   0.66604	6.466424e-08	   0.58209	1.422573e-07
3.004800e-05	   0.69302	7.161235e-08	   0.58356	1.431302e-07
3.540000e-05	   0.74465	6.853754e-08	   0.58656	1.430347e-07
1.749600e-05	   0.71085	6.641644e-08	   0.59300	1.428522e-07
2.939200e-05	   0.73860	6.819184e-08	   0.59167	1.422486e-07
8.904000e-06	   0.64967	6.182929e-08	   0.58651	1.433203e-07
3.072000e-06	   0.66458	6.739756e-08	   0.58151	1.426555e-07
2.408000e-06	   0.72810	6.705372e-08	   0.58238	1.434198e-07
1.659200e-05	   0.61344	6.510785e-08	   0.58890	1.423541e-07
2.020400e-05	   0.78092	6.835579e-08	   0.58004	1.412276e-07
1.096000e-06	   0.69850	6.680974e-08	   0.58095	1.511833e-07
3.015600e-05	   0.66714	6.377720e-08	   0.57874	1.402323e-07
5.984000e-06	   0.72142	6.603781e-08	   0.58190	1.436423e-07
1.716000e-06	   0.73418	6.811363e-08	   0.58480	1.420366e-07
1.698000e-05	   0.65464	6.728833e-08	   0.56842	1.426838e-07
2.442000e-05	   0.62492	6.445850e-08	   0.58934	1.422576e-07
1.090800e-05	   0.69883	6.515745e-08	   0.58522	1.430516e-07
3.131600e-05	   0.65040	6.420100e-08	   0.58689	1.413089e-07
8.112000e-06	   0.76928	6.978370e-08	   0.58508	1.426098e-07
5.016000e-06	   0.76059	6.763677e-08	   0.59050	1.419116e-07
2.056400e-05	   0.72297	6.736229e-08	   0.57592	1.415658e-07
2.301200e-05	   0.69210	6.423824e-08	   0.59493	1.445398e-07
3.870800e-05	   0.71366	6.474171e-08	   0.59958	1.436486e-07
2.805200e-05	   0.68768	6.415060e-08	   0.58369	1.433396e-07
5.064000e-06	   0.75562	7.005651e-08	   0.58749	1.432063e-07
2.352000e-05	   0.64910	6.516269e-08	   0.59945	1.421470e-07
3.510000e-05	   0.67285	6.642159e-08	   0.59056	1.438965e-07
1.358800e-05	   0.69081	6.495381e-08	   0.59840	1.424791e-07
6.296000e-06	   0.69855	6.601260e-08	   0.59746	1.439393e-07
2.490400e-05	   0.75114	6.647060e-08	   0.58368	1.427009e-07
3.484000e-06	   0.64845	6.304024e-08	   0.58095	1.430895e-07
2.699600e-05	   0.65145	6.519555e-08	   0.58508	1.437619e-07
2.877600e-05	   0.75247	7.033559e-08	   0.58776	1.434168e-07
1.475600e-05	   0.71255	6.641202e-08	   0.59306	1.433245e-07
1.570800e-05	   0.70900	6.449312e-08	   0.58674	1.428707e-07
3.852400e-05	   0.56824	5.873766e-08	   0.58415	1.435340e-07
3.465600e-05	   0.75662	6.567973e-08	   0.59268	1.438607e-07
2.852400e-05	   0.61587	6.418978e-08	   0.58087	1.414880e-07
2.782000e-05	   0.72995	6.929703e-08	   0.59013	1.424268e-07
3.873200e-05	   0.68689	6.536655e-08	   0.59218	1.426037e-07
2.617200e-05	   0.72382	6.605391e-08	   0.58911	1.433010e-07
2.262400e-05	   0.61798	6.243166e-08	   0.58205	1.418008e-07
3.172000e-06	   0.76544	6.736232e-08	   0.58296	1.426033e-07
3.446400e-05	   0.67623	6.442174e-08	   0.59342	1.428405e-07
1.552400e-05	   0.63055	6.198288e-08	   0.58234	1.428018e-07
8.000000e-06	   0.76486	7.071304e-08	   0.57633	1.414677e-07
2.083200e-05	   0.75536	6.952520e-08	   0.57901	1.408721e-07
1.777600e-05	   0.79263	7.466820e-08	   0.59038	1.432857e-07
5.152000e-06	   0.68348	6.303883e-08	   0.57922	1.431176e-07
3.728400e-05	   0.73901	6.705417e-08	   0.58409	1.436925e-07
3.799200e-05	   0.65689	6.474677e-08	   0.58515	1.412763e-07
3.130800e-05	   0.67155	6.586601e-08	   0.59130	1.406350e-07
1.920000e-06	   0.60437	6.170432e-08	   0.57717	1.424531e-07
2.568400e-05	   0.77825	6.965298e-08	   0.58803	1.441754e-07
1.868400e-05	   0.75377	6.652797e-08	   0.59710	1.431038e-07
5.080000e-06	   0.63089	6.295144e-08	   0.58666	1.415168e-07
3.047600e-05	   0.74084	6.324844e-08	   0.59337	1.425092e-07
2.575200e-05	   0.65544	6.457659e-08	   0.60408	1.427015e-07
1.572000e-05	   0.79416	7.060395e-08	   0.60022	1.433616e-07
7.988000e-06	   0.61231	6.310497e-08	   0.59993	1.442879e-07
3.072000e-05	   0.60781	6.085004e-08	   0.58954	1.419770e-07
3.058000e-05	   0.70364	6.527201e-08	   0.59408	1.428358e-07
3.032800e-05	   0.67278	6.348417e-08	   0.57638	1.426004e-07
6.232000e-06	   0.59098	6.258930e-08	   0.59121	1.419797e-07
2.780000e-05	   0.66845	6.690757e-08	   0.57518	1.419254e-07
3.194400e-05	   0.67194	6.623658e-08	   0.60141	1.439493e-07
8.976000e-06	   0.69896	6.910415e-08	   0.58286	1.431769e-07
2.095200e-05	   0.73324	6.457153e-08	   0.57489	1.420153e-07
1.082400e-05	   0.68277	6.562740e-08	   0.59402	1.432498e-07
3.505600e-05	   0.65850	6.830083e-08	   0.58777	1.431734e-07
7.536000e-06	   0.68505	6.564090e-08	   0.57584	1.439282e-07
1.408800e-05	   0.68854	7.007288e-08	   0.60366	1.438995e-07
1.152800e-05	   0.70046	6.402158e-08	   0.57058	1.410251e-07
2.907200e-05	   0.75934	6.889338e-08	   0.59745	1.441068e-07
1.168000e-05	   0.73846	6.635794e-08	   0.58750	1.424813e-07
2.168400e-05	   0.63184	6.139394e-08	   0.57882	1.425239e-07
3.610800e-05	   0.74707	6.748082e-08	   0.58633	1.431334e-07
9.776000e-06	   0.63526	6.586110e-08	   0.57534	1.422084e-07
2.304400e-05	   0.56959	6.001008e-08	   0.58100	1.420478e-07
1.602400e-05	   0.76543	6.826668e-08	   0.57508	1.422057e-07
1.020000e-05	   0.58964	6.972768e-08	   0.59298	1.430640e-07
1.156000e-06	   0.69973	6.623797e-08	   0.59589	1.438669e-07
1.585200e-05	   0.75752	6.674214e-08	   0.59001	1.429651e-07
1.853200e-05	   0.68997	6.538792e-08	   0.58698	1.424606e-07
1.462800e-05	   0.63282	6.600450e-08	   0.57860	1.426498e-07
6.756000e-06	   0.72819	6.741622e-08	   0.59019	1.433191e-07
2.352000e-05	   0.65613	6.667738e-08	   0.58272	1.420702e-07
2.720000e-05	   0.57280	6.351299e-08	   0.57828	1.409027e-07
1.358800e-05	   0.63032	6.251073e-08	   0.57923	1.427316e-07
1.248800e-05	   0.67343	6.580596e-08	   0.57795	1.409348e-07
8.104000e-06	   0.67131	6.525120e-08	   0.59147	1.434442e-07
3.525200e-05	   0.58002	6.211607e-08	   0.60786	1.437850e-07
3.228400e-05	   0.60776	6.381719e-08	   0.59896	1.428940e-07
7.968000e-06	   0.67361	6.421888e-08	   0.57603	1.425357e-07
3.126400e-05	   0.63691	6.052155e-08	   0.58795	1.432302e-07
2.529600e-05	   0.61355	6.090790e-08	   0.58562	1.423774e-07
2.718400e-05	   0.70474	6.438977e-08	   0.59652	1.433420e-07
2.448000e-05	   0.64234	6.195924e-08	   0.58794	1.426781e-07
1.828000e-06	   0.67317	6.460915e-08	   0.58266	1.421163e-07
3.636400e-05	   0.67993	6.451824e-08	   0.58424	1.423627e-07
2.723200e-05	   0.70277	6.240464e-08	   0.59157	1.421504e-07
3.748000e-06	   0.76094	7.024531e-08	   0.58621	1.426265e-07
2.390400e-05	   0.70164	6.618245e-08	   0.57562	1.415349e-07
2.967600e-05	   0.74847	7.139364e-08	   0.57891	1.422468e-07
1.540000e-05	   0.66722	6.636151e-08	   0.57485	1.416632e-07
3.548800e-05	   0.59188	6.327501e-08	   0.59085	1.430195e-07
3.348000e-06	   0.62861	6.436245e-08	   0.43748	6.551705e-08
3.546400e-05	   0.68246	6.778514e-08	   0.59657	1.431151e-07
5.748000e-06	   0.63893	6.585588e-08	   0.57603	1.412786e-07
1.468400e-05	   0.56829	5.946931e-08	   0.57452	1.430813e-07
3.825600e-05	   0.58880	6.346607e-08	   0.58366	1.427071e-07
1.132800e-05	   0.73177	6.720698e-08	   0.58275	1.424531e-07
2.916800e-05	   0.68294	6.506912e-08	   0.57088	1.416458e-07
3.402800e-05	   0.64708	6.582355e-08	   0.58383	1.415995e-07
2.114800e-05	   0.66547	6.551500e-08	   0.58532	1.425560e-07
2.710400e-05	   0.74079	6.862456e-08	   0.58584	1.435659e-07
2.563200e-05	   0.64421	6.243472e-08	   0.58385	1.435313e-07
1.348400e-05	   0.67383	6.760496e-08	   0.59519	1.422329e-07
1.545600e-05	   0.76692	6.807842e-08	   0.60059	1.433575e-07
2.852000e-06	   0.70960	6.692722e-08	   0.58478	1.420787e-07
8.872000e-06	   0.65413	6.432639e-08	   0.58676	1.423313e-07
1.840000e-06	   0.73179	6.462340e-08	   0.58417	1.412123e-07
1.954800e-05	   0.65859	6.274586e-08	   0.59516	1.431189e-07
6.992000e-06	   0.65688	6.280924e-08	   0.59195	1.439121e-07
2.975200e-05	   0.74983	6.783970e-08	   0.59120	1.424444e-07
7.944000e-06	   0.65620	6.294954e-08	   0.58899	1.439257e-07
1.512000e-06	   0.61520	6.368455e-08	   0.59386	1.419424e-07
9.604000e-06	   0.60962	6.086685e-08	   0.58516	1.426132e-07
6.760000e-06	   0.73190	6.943216e-08	   0.60141	1.435231e-07
3.732000e-06	   0.66773	6.812390e-08	   0.58131	1.431148e-07
3.207600e-05	   0.70330	6.729357e-08	   0.58200	1.433768e-07
2.764400e-05	   0.76200	6.843427e-08	   0.59859	1.431598e-07
1.418000e-05	   0.60747	6.329789e-08	   0.58486	1.431781e-07
3.140400e-05	   0.65927	6.461601e-08	   0.58987	1.424545e-07
3.504000e-06	   0.63878	6.479761e-08	   0.58467	1.440617e-07
1.033600e-05	   0.63274	6.116289e-08	   0.56108	1.419330e-07
2.074400e-05	   0.65792	6.861056e-08	   0.59376	1.429899e-07
3.286800e-05	   0.60079	6.162124e-08	   0.58161	1.424084e-07
1.334400e-05	   0.67455	6.741780e-08	   0.59322	1.437646e-07
2.736800e-05	   0.66700	6.881718e-08	   0.58055	1.431632e-07
2.916000e-05	   0.66035	6.199564e-08	   0.57483	1.413183e-07
8.840000e-06	   0.63796	6.984965e-08	   0.59001	1.442803e-07
2.247600e-05	   0.68973	6.451458e-08	   0.58681	1.425721e-07
8.140000e-06	   0.68121	6.508234e-08	   0.58289	1.427068e-07
1.478000e-05	   0.61141	6.267300e-08	   0.58245	1.425780e-07
9.584000e-06	   0.79899	7.304972e-08	   0.58853	1.430090e-07
3.634000e-05	   0.71837	6.757843e-08	   0.57887	1.436831e-07
1.737600e-05	   0.69653	6.445779e-08	   0.59717	1.423131e-07
1.224800e-05	   0.77875	7.278710e-08	   0.57475	1.424762e-07
9.168000e-06	   0.60532	6.080044e-08	   0.58321	1.429089e-07
2.274800e-05	   0.76070	6.798894e-08	   0.60451	1.448934e-07
2.670400e-05	   0.70535	6.589016e-08	   0.58859	1.414832e-07
2.986800e-05	   0.65970	6.466906e-08	   0.58820	1.416349e-07
2.461200e-05	   0.67784	6.524809e-08	   0.59286	1.421176e-07
2.942000e-05	   0.71414	7.115109e-08	   0.60348	1.440541e-07
2.725600e-05	   0.66466	6.576826e-08	   0.59850	1.439418e-07
3.645600e-05	   0.72312	6.630890e-08	   0.59378	1.428934e-07
3.272000e-06	   0.63048	6.494821e-08	   0.58468	1.428778e-07
1.174400e-05	   0.57874	5.941965e-08	   0.57670	1.419805e-07
3.465200e-05	   0.76885	6.961913e-08	   0.58449	1.427408e-07
2.000000e-06	   0.70546	6.568682e-08	   0.58334	1.427334e-07
2.843600e-05	   0.61536	6.049670e-08	   0.58981	1.431005e-07
1.196000e-05	   0.63261	6.288594e-08	   0.59802	1.427874e-07
3.303600e-05	   0.71701	6.724893e-08	   0.60204	1.432614e-07
3.098400e-05	   0.70911	6.627962e-08	   0.59053	1.425131e-07
2.054400e-05	   0.65539	6.438447e-08	   0.57470	1.434284e-07
2.221600e-05	   0.67415	6.720368e-08	   0.58468	1.423137e-07
1.986400e-05	   0.65637	6.646067e-08	   0.59732	1.443880e-07
2.083200e-05	   0.71409	6.460795e-08	   0.58078	1.413081e-07
1.044400e-05	   0.76084	6.375251e-08	   0.58851	1.429567e-07
2.361600e-05	   0.71318	6.827432e-08	   0.58014	1.438760e-07
2.462400e-05	   0.75320	6.660694e-08	   0.57838	1.429983e-07
3.739600e-05	   0.60534	6.101607e-08	   0.59536	1.425833e-07
3.157600e-05	   0.73796	6.583464e-08	   0.59251	1.436675e-07
6.012000e-06	   0.73156	6.992164e-08	   0.57462	1.420300e-07
1.835200e-05	   0.65527	6.330413e-08	   0.57071	1.422182e-07
2.884400e-05	   0.74472	6.687118e-08	   0.60172	1.426948e-07
8.512000e-06	   0.68886	6.810504e-08	   0.58815	1.425634e-07
2.053200e-05	   0.65892	6.402688e-08	   0.58885	1.429769e-07
3.165600e-05	   0.66949	6.216914e-08	   0.58511	1.440278e-07
1.898800e-05	   0.74939	6.729626e-08	   0.57432	1.424846e-07
2.630400e-05	   0.70117	6.522557e-08	   0.59904	1.450776e-07
